id,barcode,desc,remarks,asset_type,cat_type,locname,dept,image,image_url,datetime_saved
321,,"FEEDLINE MOTOR","14
NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713200405.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713200405.jpg,"2026-08-26 10:59:51 AM"
322,,"SKOV MULTIFAN HEATER","NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713268591.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713268591.jpg,"2026-08-26 11:00:53 AM"
323,,"TRANSPORT MOTOR","NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713319913.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713319913.jpg,"2026-08-26 11:01:50 AM"
324,,"SKOV MULTIFAN HEATER M:GP 70 S:90026628","NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713449319.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713449319.jpg,"2026-08-26 11:04:00 AM"
325,,"NUTEX WEIGHING SCALE 50KG","NO BARCODE
DAMAGED
REARING HOUSE 2","STR. EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713590450.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713590450.jpg,"2026-08-26 11:06:18 AM"
326,,"PLASTIC PALLET (BLUE)","NO BARCODE
REARING HOUSE 2","OTHER EQPT.",PALLET,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713628551.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713628551.jpg,"2026-08-26 11:06:58 AM"
327,,"SKOV MULTIFAN HEATER TYPE:GP 70 S:90026621","NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713696033.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713696033.jpg,"2026-08-26 11:08:07 AM"
328,,"TUNNEL FAN MOTOR","9 UNITS
NO BARCODE
REARING HOUSE 2",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713851722.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713851722.jpg,"2026-08-26 11:10:12 AM"
329,,"TUNNEL FAN MOTOR","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713913217.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713913217.jpg,"2026-08-26 11:11:29 AM"
330,,"FIRE HOSE CABINET","2 UNITS
NO BARCODE
REARING HOUSE 2",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714022570.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714022570.jpg,"2026-08-26 11:13:17 AM"
331,,"SIDE WALL FAN","2 UNITS
NO BARCODE
REARING HOUSE 2","BLDG. IMPVT.","EXHAUST FAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714080909.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714080909.jpg,"2026-08-26 11:14:32 AM"
332,,"SIDE WALL FAN MOTOR","2 UNITS
NO BARCODE
REARING HOUSE 1","BLDG. IMPVT.","EXHAUST FAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714135238.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714135238.jpg,"2026-08-26 11:15:24 AM"
333,,"CONTAINER VAN 20FTR. ASC 332 HDMU 204977-9","NO BARCODE
REARING COMPOUND","TRNS. EQPT.","CONTAINER VAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714242627.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714242627.jpg,"2026-08-26 11:17:06 AM"
334,,"VARIABLE FAN","2 UNITS
NO BARCODE
REARING HOUSE 2","BLDG. IMPVT.","EXHAUST FAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714345119.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714345119.jpg,"2026-08-26 11:18:55 AM"
335,,"VARIABLE FAN MOTOR","2 UNITS
NO BARCODE
REARING HOUSE 1","BLDG. IMPVT.","EXHAUST FAN","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714388517.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714388517.jpg,"2026-08-26 11:19:37 AM"
336,,"SILO FEEDS S:03102845","NO BARCODE
REARING HOUSE 2","BLDG. IMPVT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714438055.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714438055.jpg,"2026-08-26 11:20:24 AM"
337,,"ROXELL CONTROLLER 3x220V 90805116","NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714478035.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714478035.jpg,"2026-08-26 11:21:09 AM"
338,,"BOOTS RACK 15 PAIRS","NO BARCODE
REARING HOUSE 2","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714619356.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714619356.jpg,"2026-08-26 11:23:29 AM"
339,,"BOOTS RACK 8 PAIRS","NO BARCODE
REARING HOUSE 2","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714678080.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714678080.jpg,"2026-08-26 11:24:18 AM"
340,,"TUNNEL DOOR MOTOR SKOV DA 75","2 UNITS
NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787714744297.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787714744297.jpg,"2026-08-26 11:25:36 AM"
341,,"REARING OLD ENTRANCE GATE","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787715319031.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787715319031.jpg,"2026-08-26 11:34:38 AM"
342,,"PLASTIC PALLET (BLUE)","3 UNITS
NO BARCODE
REARING WAREHOUSE","OTHER EQPT.",PALLET,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787715540118.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787715540118.jpg,"2026-08-26 11:36:29 AM"
343,,"REARING HOUSE 2 BLDG.","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787715662713.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787715662713.jpg,"2026-08-26 11:39:15 AM"
344,,"PLASTIC PALLET (BLUE)","3 UNITS
NO BARCODE
DOCKING BLDG.","OTHER EQPT.",PALLET,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787715753928.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787715753928.jpg,"2026-08-26 11:42:25 AM"
345,,"CRAWL EXCAVATOR CEX-40 S:CAT00320CZBN41223","NO BARCODE
OWNED BY TIPCAN HEAVY EQUIPMENT
LAPSAON COMPOUND","HEAVY EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787716092821.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787716092821.jpg,"2026-08-26 11:48:03 AM"
346,,"BERNMANN COMBINATION WRENCH 8""-32""","NO BARCODE
POWERHOUSE",TOOLS,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787716302913.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787716302913.jpg,"2026-08-26 11:51:27 AM"
347,,"CGNAL PLATE","NO BARCODE
STAFF HOUSE","ELEC. INTS. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787789013241.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787789013241.jpg,"2026-08-27 08:02:26 AM"
347,,"OVERHEAD TANK","NO BARCODE
COMPOUND-PADANG REARING",,TANK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787808442898.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787808442898.jpg,"2026-08-27 01:26:25 PM"
348,,"BEST TANK","NO BARCODE
COMPOUND-PADANG REARING",,TANK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787808492926.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787808492926.jpg,"2026-08-27 01:27:59 PM"
349,,"AZUD FILTER 2NR S:OPF25-002647-110","NO BARCODE
COMPOUND-PADANG REARING",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787808934548.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787808934548.jpg,"2026-08-27 01:35:13 PM"
350,,"TRANSFORMER 167KVA","#0T002256
#0T002254
#0T002251
3 UNITS
NO BARCODE
OWNED BY BOHECO
POWER HOUSE","ELEC. INTS. & EQPT.",TRANSFORMER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787809202655.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787809202655.jpg,"2026-08-27 01:38:46 PM"
351,,"MINI DUMTRUCK PL#GED-9523 #C-21-0013835 CR#258495425 MV#0701-00000419152","NO BARCODE
OWNED BY CONSTRUCTION UNTAGA
COMPOUND","TRNS. EQPT.",VEHICLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787809539051.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787809539051.jpg,"2026-08-27 01:44:54 PM"
348,MFI-DBL-00107742,"TOP DEBEAKER","OLD BARCODE
ADMIN OFFICE
3 UNITS","MACH. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787876048583.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787876048583.jpg,"2026-08-28 08:06:12 AM"
349,,"TOP DEBEAKER S#: 338461016","NO BARCODE
ADMIN OFFICE","MACH. & EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787876144739.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787876144739.jpg,"2026-08-28 08:14:15 AM"
352,,BURNER,"NO BARCODE
DAMAGED
STAFF HOUSE-KITCHEN KILID",,BURNER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787879744670.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787879744670.jpg,"2026-08-28 09:15:32 AM"
353,0119-0008192900002,"DOWELL HEAVY DUTY GAS STOVE 1GS-288","REPRINT BARCODE
DAMAGED
STAFF HOUSE-KITCHEN KILID",,STOVE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787879821302.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787879821302.jpg,"2026-08-28 09:16:47 AM"
354,0119-0008192900001,"DOWELL HEAVY DUTY GAS STOVE 1GS-288","REPRINT BARCODE
STAFF HOUSE-KITCHEN","OTHER EQPT.",STOVE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787880847518.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787880847518.jpg,"2026-08-28 09:32:19 AM"
355,,"WULI HEAVY DUTY HIGH PRESSURE GUN W-150L SHORT","5 UNITS
REPRINT BARCODE
DAMAGED
POWER HOUSE","OTHER EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787882182735.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787882182735.jpg,"2026-08-28 09:54:25 AM"
356,0119-0008399900001,"POLARIZED WELDING LENS W/ MASK","REPRINT BARCODE
REARING ADMIN OFFICE",TOOLS,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787884366126.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787884366126.jpg,"2026-08-28 10:32:36 AM"
351,,"MONSTER POWER  REPEATER HTS 850","NO BARCODE
TOWER
1 PC","OTHER EQPT.",OTHERS,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787882974802.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787882974802.jpg,"2026-08-28 10:07:15 AM"
352,,"CISCO LINKSYS SE2800","NO BARCODE
TOWER
1 pc","OTHER EQPT.",ROUTER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787883155434.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787883155434.jpg,"2026-08-28 10:10:39 AM"
353,,"UBIQUITY ROCKET PRISM RP-5AC-GEN2","0119-0007970800002
REPRINT BARCODE
TOWER
1 pc","OTHER EQPT.",SATELLITE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787886349963.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787886349963.jpg,"2026-08-28 11:01:46 AM"
354,"0119-0008170100001 & 2","UBIQUITY AIR FIBER AF-5XHD","REPRINT BARCODE
TOWER
2 PCS","OTHER EQPT.",SATELLITE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787886499426.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787886499426.jpg,"2026-08-28 11:05:59 AM"
355,0119-0007970000001,"UBIQUITY SECTOR ANTENNA AM-5G20-90","REPRINT BARCODE
CALAPE TOWER
1 PC","OTHER EQPT.",SATELLITE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787887124064.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787887124064.jpg,"2026-08-28 11:08:33 AM"
356,"0119-0008170200001 & 2","UBIQUITY AF-5G30-S45","REPRINT BARCODE
TOWER
2 PCS","OTHER EQPT.",SATELLITE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787887239157.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787887239157.jpg,"2026-08-28 11:19:23 AM"
